Invoice_ID,Branch,Age _Group,Gender,City,Category,Invoice_Amount,Date,Payment_Method,Customer_Rating
5140,WALM052,45-54,Female,"Boston, MA",Fashion accessories,50,11/7/20,Credit card,5
5141,WALM020,35-44,Female,"Charlotte, NC",Home and lifestyle,105,10/19/21,Credit card,6
5142,WALM072,55+,Female,"Charleston, SC",Fashion accessories,124,10/12/22,Credit card,5
5143,WALM012,18-24,Prefer Not to Say,"Portland, OR",Home and lifestyle,62,9/6/21,Credit card,4
5144,WALM057,35-44,Non-Binary,"Oklahoma City, OK",Fashion accessories,40,6/22/20,Credit card,8
5145,WALM023,18-24,Prefer Not to Say,"St. Louis, MO",Home and lifestyle,75,7/31/20,Credit card,9
5146,WALM020,35-44,Non-Binary,"Hartford, CT",Fashion accessories,207,8/14/19,Credit card,8
5147,WALM006,45-54,Non-Binary,"Minneapolis, MN",Home and lifestyle,144,3/11/19,Credit card,5
5148,WALM033,55+,Female,"Los Angeles, CA",Fashion accessories,177,11/30/22,Credit card,5
5149,WALM005,55+,Male,"Oklahoma City, OK",Home and lifestyle,147,5/6/21,Credit card,7
5150,WALM027,55+,Prefer Not to Say,"Denver, CO",Fashion accessories,34,5/17/22,Credit card,9
5151,WALM004,35-44,Male,"Charleston, SC",Home and lifestyle,55,7/27/19,Credit card,7
5152,WALM005,35-44,Male,"Little Rock, AR",Fashion accessories,48,1/19/22,Credit card,4
5153,WALM091,55+,Non-Binary,"Columbus, OH",Home and lifestyle,32,10/6/19,Credit card,7
5154,WALM011,45-54,Non-Binary,"New Orleans, LA",Fashion accessories,58,12/24/19,Credit card,4
5155,WALM024,25-34,Female,"Albuquerque, NM",Home and lifestyle,42,8/6/21,Credit card,6
5156,WALM017,18-24,Female,"Newark, NJ",Fashion accessories,201,3/2/22,Credit card,8
5157,WALM060,18-24,Prefer Not to Say,"Columbus, OH",Home and lifestyle,79,9/29/23,Credit card,5
5158,WALM070,35-44,Female,"Seattle, WA",Fashion accessories,159,1/27/20,Credit card,4
5159,WALM060,25-34,Male,"Albuquerque, NM",Home and lifestyle,153,4/8/23,Credit card,7
5160,WALM026,25-34,Prefer Not to Say,"Seattle, WA",Fashion accessories,249,9/9/19,Credit card,6
5161,WALM006,18-24,Male,"Hartford, CT",Home and lifestyle,156,7/10/19,Credit card,4
5162,WALM098,45-54,Male,"Atlanta, GA",Fashion accessories,92,4/25/19,Credit card,6
5163,WALM028,55+,Non-Binary,"Jackson, MS",Home and lifestyle,138,6/29/20,Credit card,9
5164,WALM014,18-24,Prefer Not to Say,"Manchester, NH",Fashion accessories,49,5/15/22,Credit card,7
5165,WALM045,45-54,Male,"Birmingham, AL",Home and lifestyle,48,6/17/20,Credit card,9
5166,WALM015,55+,Male,"Indianapolis, IN",Fashion accessories,124,7/29/22,Credit card,5
5167,WALM015,18-24,Male,"Chicago, IL",Home and lifestyle,138,10/4/21,Credit card,8
5168,WALM021,55+,Female,"Detroit, MI",Fashion accessories,39,8/12/21,Credit card,4
5169,WALM012,55+,Prefer Not to Say,"Detroit, MI",Home and lifestyle,64,8/9/20,Credit card,8
5170,WALM037,45-54,Prefer Not to Say,"New Orleans, LA",Fashion accessories,69,7/23/20,Credit card,4
5171,WALM062,25-34,Female,"Detroit, MI",Home and lifestyle,56,9/5/19,Credit card,8
5172,WALM034,18-24,Male,"Seattle, WA",Fashion accessories,129,3/6/21,Credit card,9
5173,WALM034,18-24,Male,"Nashville, TN",Home and lifestyle,83,2/20/23,Credit card,9
5174,WALM060,18-24,Female,"Boise, ID",Fashion accessories,94,6/20/22,Credit card,5
5175,WALM060,35-44,Female,"Boston, MA",Home and lifestyle,43,3/11/20,Credit card,5
5176,WALM027,25-34,Male,"Billings, MT",Fashion accessories,252,3/4/23,Credit card,8
5177,WALM036,55+,Non-Binary,"Charlotte, NC",Home and lifestyle,128,1/24/19,Credit card,7
5178,WALM002,18-24,Prefer Not to Say,"Sioux Falls, SD",Fashion accessories,78,7/13/20,Credit card,5
5179,WALM092,45-54,Female,"Columbus, OH",Home and lifestyle,165,11/27/20,Credit card,7
5180,WALM007,18-24,Prefer Not to Say,"Baltimore, MD",Fashion accessories,152,1/13/21,Credit card,6
5181,WALM023,55+,Prefer Not to Say,"Houston, TX",Home and lifestyle,34,2/8/19,Credit card,5
5182,WALM019,45-54,Male,"Indianapolis, IN",Fashion accessories,88,8/23/20,Credit card,5
5183,WALM041,18-24,Female,"Sioux Falls, SD",Home and lifestyle,147,9/3/21,Ewallet,6
5184,WALM027,55+,Prefer Not to Say,"Sioux Falls, SD",Fashion accessories,69,7/2/21,Credit card,5
5185,WALM043,45-54,Female,"Houston, TX",Home and lifestyle,126,11/20/22,Credit card,6
5186,WALM063,55+,Non-Binary,"Sioux Falls, SD",Fashion accessories,180,4/24/20,Credit card,4
5187,WALM004,45-54,Non-Binary,"Jackson, MS",Home and lifestyle,168,4/13/23,Credit card,8
5188,WALM063,45-54,Male,"Indianapolis, IN",Fashion accessories,255,2/27/21,Credit card,7
5189,WALM071,25-34,Non-Binary,"Columbus, OH",Home and lifestyle,16,6/21/23,Credit card,9
5190,WALM001,55+,Female,"Burlington, VT",Fashion accessories,54,7/18/19,Credit card,9
5191,WALM048,45-54,Non-Binary,"Boise, ID",Home and lifestyle,162,7/21/20,Credit card,5
5192,WALM023,35-44,Prefer Not to Say,"Charlotte, NC",Fashion accessories,76,8/20/19,Credit card,8
5193,WALM047,35-44,Female,"Charleston, SC",Home and lifestyle,120,12/20/21,Credit card,5
5194,WALM092,18-24,Female,"Wichita, KS",Fashion accessories,71,7/31/20,Credit card,6
5195,WALM019,55+,Prefer Not to Say,"Hartford, CT",Home and lifestyle,24,2/18/23,Credit card,6
5196,WALM059,55+,Male,"Baltimore, MD",Fashion accessories,68,9/4/22,Credit card,8
5197,WALM024,55+,Non-Binary,"Orlando, FL",Home and lifestyle,48,12/18/19,Credit card,6
5198,WALM072,25-34,Prefer Not to Say,"Virginia Beach, VA",Fashion accessories,58,2/15/20,Credit card,5
5199,WALM041,25-34,Non-Binary,"Cheyenne, WY",Home and lifestyle,21,6/18/21,Ewallet,4
5200,WALM005,55+,Non-Binary,"Anchorage, AK",Fashion accessories,204,9/29/19,Credit card,8
5201,WALM083,55+,Female,"Wichita, KS",Home and lifestyle,94,2/22/19,Credit card,5
5202,WALM017,35-44,Non-Binary,"Boston, MA",Fashion accessories,87,1/29/20,Credit card,4
5203,WALM090,25-34,Prefer Not to Say,"Denver, CO",Home and lifestyle,144,10/7/21,Credit card,5
5204,WALM068,35-44,Non-Binary,"Newark, NJ",Fashion accessories,168,5/11/23,Credit card,5
5205,WALM058,18-24,Female,"Wilmington, DE",Home and lifestyle,160,7/22/20,Credit card,8
5206,WALM006,35-44,Prefer Not to Say,"Anchorage, AK",Fashion accessories,152,5/7/21,Credit card,7
5207,WALM010,45-54,Female,"New Orleans, LA",Home and lifestyle,74,2/1/21,Credit card,6
5208,WALM057,25-34,Male,"Baltimore, MD",Fashion accessories,76,6/11/22,Credit card,8
5209,WALM042,45-54,Male,"Jackson, MS",Home and lifestyle,84,4/20/23,Credit card,9
5210,WALM002,45-54,Non-Binary,"Boston, MA",Fashion accessories,36,1/24/23,Credit card,7
5211,WALM048,35-44,Female,"Charleston, WV",Home and lifestyle,74,8/31/21,Credit card,9
5212,WALM005,55+,Female,"Charleston, WV",Fashion accessories,24,9/26/22,Credit card,8
5213,WALM076,45-54,Prefer Not to Say,"Sioux Falls, SD",Home and lifestyle,44,7/6/20,Credit card,4
5214,WALM018,55+,Non-Binary,"Sioux Falls, SD",Fashion accessories,68,12/9/23,Credit card,7
5215,WALM024,35-44,Non-Binary,"Denver, CO",Home and lifestyle,82,11/29/20,Credit card,6
5216,WALM061,45-54,Non-Binary,"Fargo, ND",Fashion accessories,168,8/6/19,Credit card,8
5217,WALM031,55+,Female,"Boise, ID",Home and lifestyle,72,4/20/21,Credit card,6
5218,WALM079,45-54,Female,"Atlanta, GA",Fashion accessories,30,10/12/19,Credit card,8
5219,WALM057,35-44,Prefer Not to Say,"Orlando, FL",Home and lifestyle,23,8/31/20,Credit card,6
5220,WALM066,55+,Prefer Not to Say,"Charleston, SC",Fashion accessories,25,4/4/22,Credit card,9
5221,WALM051,45-54,Female,"Columbus, OH",Home and lifestyle,19,5/14/22,Credit card,4
5222,WALM015,45-54,Non-Binary,"Fargo, ND",Fashion accessories,240,11/29/20,Credit card,4
5223,WALM100,55+,Non-Binary,"Newark, NJ",Home and lifestyle,40,3/2/23,Credit card,8
5224,WALM068,18-24,Male,"Nashville, TN",Fashion accessories,80,1/25/21,Credit card,8
5225,WALM080,35-44,Non-Binary,"Billings, MT",Home and lifestyle,165,2/1/23,Credit card,7
5226,WALM042,55+,Female,"Atlanta, GA",Fashion accessories,153,1/6/20,Credit card,9
5227,WALM005,45-54,Prefer Not to Say,"Billings, MT",Home and lifestyle,94,5/5/22,Credit card,5
5228,WALM048,18-24,Non-Binary,"Sioux Falls, SD",Fashion accessories,164,5/17/19,Credit card,8
5229,WALM004,45-54,Female,"Denver, CO",Home and lifestyle,210,8/6/19,Credit card,7
5230,WALM043,35-44,Prefer Not to Say,"Anchorage, AK",Fashion accessories,189,3/6/21,Credit card,7
5231,WALM030,18-24,Prefer Not to Say,"Charleston, SC",Home and lifestyle,54,6/28/22,Credit card,4
5232,WALM092,35-44,Non-Binary,"Louisville, KY",Fashion accessories,29,9/5/19,Credit card,8
5233,WALM005,25-34,Prefer Not to Say,"Omaha, NE",Home and lifestyle,141,11/2/22,Credit card,8
5234,WALM015,18-24,Female,"Louisville, KY",Fashion accessories,240,11/20/20,Credit card,9
5235,WALM052,35-44,Prefer Not to Say,"Denver, CO",Home and lifestyle,114,2/25/19,Credit card,4
5236,WALM045,45-54,Prefer Not to Say,"Virginia Beach, VA",Fashion accessories,47,6/18/23,Credit card,6
5237,WALM059,45-54,Non-Binary,"Burlington, VT",Home and lifestyle,42,9/4/22,Credit card,4
5238,WALM064,55+,Prefer Not to Say,"Manchester, NH",Fashion accessories,146,4/25/20,Credit card,4
5239,WALM069,45-54,Female,"Salt Lake City, UT",Home and lifestyle,75,6/11/20,Credit card,6
5240,WALM051,35-44,Non-Binary,"Virginia Beach, VA",Fashion accessories,38,1/8/19,Credit card,6
5241,WALM002,18-24,Male,"Little Rock, AR",Home and lifestyle,40,3/13/20,Credit card,7
5242,WALM068,35-44,Female,"Des Moines, IA",Fashion accessories,82,11/2/22,Credit card,3
5243,WALM022,55+,Female,"Fargo, ND",Home and lifestyle,49,2/7/20,Credit card,6
5244,WALM043,45-54,Non-Binary,"Manchester, NH",Fashion accessories,67,11/27/22,Credit card,3
5245,WALM078,25-34,Non-Binary,"St. Louis, MO",Home and lifestyle,48,10/20/20,Credit card,7
5246,WALM001,25-34,Prefer Not to Say,"Boise, ID",Fashion accessories,162,3/18/20,Credit card,6
5247,WALM060,55+,Prefer Not to Say,"Billings, MT",Home and lifestyle,81,1/2/22,Credit card,5
5248,WALM061,25-34,Non-Binary,"Chicago, IL",Fashion accessories,135,2/8/23,Credit card,5
5249,WALM026,55+,Female,"Boston, MA",Home and lifestyle,148,4/1/19,Credit card,7
5250,WALM026,25-34,Prefer Not to Say,"Los Angeles, CA",Fashion accessories,129,9/1/19,Credit card,7
5251,WALM058,45-54,Non-Binary,"Little Rock, AR",Home and lifestyle,186,7/9/22,Credit card,6
5252,WALM068,25-34,Female,"Phoenix, AZ",Fashion accessories,79,1/15/19,Credit card,7
5253,WALM037,35-44,Female,"Charleston, SC",Home and lifestyle,87,12/7/20,Credit card,7
5254,WALM015,35-44,Prefer Not to Say,"Omaha, NE",Fashion accessories,19,8/18/21,Credit card,6
5255,WALM071,18-24,Prefer Not to Say,"Little Rock, AR",Home and lifestyle,34,2/18/23,Credit card,5
5256,WALM008,45-54,Non-Binary,"Milwaukee, WI",Fashion accessories,82,10/7/20,Credit card,4
5257,WALM053,45-54,Prefer Not to Say,"Portland, ME",Home and lifestyle,59,11/4/19,Credit card,6
5258,WALM088,18-24,Male,"Hartford, CT",Fashion accessories,98,7/28/22,Credit card,5
5259,WALM037,45-54,Male,"Salt Lake City, UT",Home and lifestyle,58,3/24/20,Credit card,5
5260,WALM040,45-54,Female,"Houston, TX",Fashion accessories,64,5/1/21,Credit card,6
5261,WALM078,45-54,Prefer Not to Say,"Sioux Falls, SD",Home and lifestyle,189,6/1/22,Credit card,4
5262,WALM019,18-24,Male,"Burlington, VT",Fashion accessories,27,4/7/20,Credit card,3
5263,WALM013,18-24,Prefer Not to Say,"New York City, NY",Home and lifestyle,51,12/28/23,Credit card,6
5264,WALM059,55+,Male,"Charleston, SC",Fashion accessories,150,1/5/23,Credit card,7
5265,WALM093,45-54,Female,"Hartford, CT",Home and lifestyle,100,2/24/22,Credit card,7
5266,WALM092,35-44,Female,"Birmingham, AL",Fashion accessories,15,2/28/22,Credit card,6
5267,WALM018,25-34,Non-Binary,"Anchorage, AK",Home and lifestyle,74,1/20/21,Credit card,5
5268,WALM001,45-54,Prefer Not to Say,"Portland, ME",Fashion accessories,82,10/3/22,Credit card,3
5269,WALM037,25-34,Non-Binary,"Detroit, MI",Home and lifestyle,80,9/2/19,Credit card,5
5270,WALM053,45-54,Female,"Louisville, KY",Fashion accessories,94,7/23/22,Credit card,5
5271,WALM061,45-54,Non-Binary,"Charlotte, NC",Home and lifestyle,73,10/19/20,Credit card,5
5272,WALM052,45-54,Female,"Boise, ID",Fashion accessories,126,2/19/23,Credit card,6
5273,WALM010,35-44,Male,"Wichita, KS",Home and lifestyle,67,1/10/22,Credit card,3
5274,WALM047,45-54,Male,"Salt Lake City, UT",Fashion accessories,154,5/10/20,Credit card,6
5275,WALM044,35-44,Male,"Honolulu, HI",Home and lifestyle,159,6/16/20,Credit card,5
5276,WALM008,35-44,Male,"Phoenix, AZ",Fashion accessories,112,9/9/22,Credit card,5
5277,WALM004,18-24,Non-Binary,"Atlanta, GA",Home and lifestyle,42,1/28/23,Credit card,5
5278,WALM062,55+,Prefer Not to Say,"Manchester, NH",Fashion accessories,132,1/15/23,Credit card,7
5279,WALM017,18-24,Male,"Cheyenne, WY",Home and lifestyle,85,6/18/19,Credit card,7
5280,WALM028,55+,Prefer Not to Say,"Charleston, WV",Fashion accessories,47,4/19/21,Credit card,4
5281,WALM007,18-24,Female,"Newark, NJ",Home and lifestyle,84,1/29/20,Credit card,4
5282,WALM041,55+,Prefer Not to Say,"Manchester, NH",Fashion accessories,111,1/14/22,Ewallet,7
5283,WALM095,18-24,Male,"Virginia Beach, VA",Home and lifestyle,38,6/4/22,Credit card,6
5284,WALM072,18-24,Male,"Hartford, CT",Fashion accessories,114,2/23/21,Credit card,7
5285,WALM060,35-44,Male,"Burlington, VT",Home and lifestyle,100,11/20/21,Credit card,7
5286,WALM071,35-44,Non-Binary,"Philadelphia, PA",Fashion accessories,22,1/26/21,Credit card,4
5287,WALM062,18-24,Male,"Burlington, VT",Home and lifestyle,135,2/19/19,Credit card,6
5288,WALM009,55+,Male,"Omaha, NE",Fashion accessories,29,5/2/19,Credit card,6
5289,WALM039,45-54,Female,"Charlotte, NC",Home and lifestyle,22,12/11/23,Credit card,5
5290,WALM005,45-54,Prefer Not to Say,"Charleston, SC",Fashion accessories,39,10/2/23,Credit card,5
5291,WALM037,45-54,Prefer Not to Say,"Nashville, TN",Home and lifestyle,45,7/11/22,Credit card,7
5292,WALM008,55+,Female,"Jackson, MS",Fashion accessories,62,5/31/21,Credit card,5
5293,WALM063,45-54,Male,"Virginia Beach, VA",Home and lifestyle,47,3/13/21,Credit card,4
5294,WALM036,35-44,Prefer Not to Say,"Hartford, CT",Fashion accessories,72,11/12/23,Credit card,3
5295,WALM040,35-44,Non-Binary,"Louisville, KY",Home and lifestyle,213,11/25/19,Credit card,7
5296,WALM048,35-44,Female,"Charleston, SC",Fashion accessories,189,9/12/20,Credit card,5
5297,WALM090,45-54,Male,"Nashville, TN",Home and lifestyle,237,6/3/19,Credit card,6
5298,WALM081,45-54,Prefer Not to Say,"Cheyenne, WY",Fashion accessories,51,5/27/22,Credit card,4
5299,WALM022,25-34,Male,"Houston, TX",Home and lifestyle,48,2/5/22,Credit card,3
5300,WALM051,45-54,Female,"Manchester, NH",Fashion accessories,219,5/31/23,Credit card,7
5301,WALM062,25-34,Prefer Not to Say,"Charlotte, NC",Home and lifestyle,90,2/17/20,Credit card,6
5302,WALM083,35-44,Male,"Denver, CO",Fashion accessories,110,7/8/19,Credit card,5
5303,WALM010,18-24,Prefer Not to Say,"Seattle, WA",Home and lifestyle,166,11/14/19,Credit card,7
5304,WALM088,55+,Non-Binary,"Boston, MA",Fashion accessories,124,11/21/22,Credit card,3
5305,WALM028,45-54,Female,"Little Rock, AR",Home and lifestyle,23,11/20/20,Credit card,4
5306,WALM057,45-54,Male,"New York City, NY",Fashion accessories,16,3/7/22,Credit card,7
5307,WALM048,25-34,Male,"Honolulu, HI",Home and lifestyle,164,4/11/22,Credit card,3
5308,WALM017,25-34,Male,"Indianapolis, IN",Fashion accessories,18,10/3/23,Credit card,6
5309,WALM045,35-44,Non-Binary,"Cheyenne, WY",Home and lifestyle,23,10/14/23,Credit card,5
5310,WALM067,45-54,Prefer Not to Say,"Salt Lake City, UT",Fashion accessories,158,2/23/20,Credit card,3
5311,WALM048,25-34,Female,"Little Rock, AR",Home and lifestyle,40,1/30/22,Credit card,5
5312,WALM098,18-24,Female,"St. Louis, MO",Fashion accessories,71,6/7/19,Credit card,4
5313,WALM037,35-44,Male,"Charleston, WV",Home and lifestyle,79,12/9/20,Credit card,6
5314,WALM100,45-54,Female,"Burlington, VT",Fashion accessories,50,3/24/19,Credit card,5
5315,WALM001,25-34,Non-Binary,"Salt Lake City, UT",Home and lifestyle,44,9/28/22,Credit card,5
5316,WALM060,45-54,Non-Binary,"Atlanta, GA",Fashion accessories,102,11/2/21,Credit card,6
5317,WALM053,35-44,Prefer Not to Say,"Charleston, SC",Home and lifestyle,30,1/25/20,Credit card,3
5318,WALM048,18-24,Female,"Wichita, KS",Fashion accessories,112,10/22/20,Credit card,5
5319,WALM036,45-54,Prefer Not to Say,"Newark, NJ",Home and lifestyle,60,4/22/22,Credit card,4
5320,WALM030,55+,Prefer Not to Say,"Las Vegas, NV",Fashion accessories,71,7/13/21,Credit card,5
5321,WALM026,25-34,Female,"Columbus, OH",Home and lifestyle,81,3/7/19,Credit card,3
5322,WALM090,25-34,Female,"Albuquerque, NM",Fashion accessories,56,7/12/20,Credit card,6
5323,WALM042,18-24,Female,"Denver, CO",Home and lifestyle,81,10/16/22,Credit card,4
5324,WALM064,35-44,Non-Binary,"Portland, OR",Fashion accessories,15,11/13/21,Credit card,4
5325,WALM045,25-34,Prefer Not to Say,"Omaha, NE",Home and lifestyle,93,6/19/22,Credit card,5
5326,WALM043,45-54,Prefer Not to Say,"Las Vegas, NV",Fashion accessories,82,4/28/22,Credit card,7
5327,WALM045,55+,Female,"St. Louis, MO",Home and lifestyle,20,10/19/21,Credit card,5
5328,WALM058,25-34,Male,"Phoenix, AZ",Fashion accessories,153,1/31/20,Credit card,7
5329,WALM024,35-44,Male,"Philadelphia, PA",Home and lifestyle,126,1/25/19,Credit card,5
5330,WALM028,55+,Female,"Honolulu, HI",Fashion accessories,118,12/20/21,Credit card,7
5331,WALM028,18-24,Male,"Oklahoma City, OK",Home and lifestyle,225,8/24/22,Credit card,3
5332,WALM049,45-54,Prefer Not to Say,"Portland, OR",Fashion accessories,213,8/3/20,Credit card,3
5333,WALM037,55+,Non-Binary,"Houston, TX",Home and lifestyle,158,12/8/20,Credit card,4
5334,WALM061,45-54,Prefer Not to Say,"St. Louis, MO",Fashion accessories,120,11/11/19,Credit card,5
5335,WALM062,25-34,Male,"Charleston, SC",Home and lifestyle,255,10/16/23,Credit card,7
5336,WALM023,25-34,Prefer Not to Say,"Milwaukee, WI",Fashion accessories,31,6/9/21,Credit card,6
5337,WALM033,35-44,Female,"Minneapolis, MN",Home and lifestyle,61,4/5/23,Credit card,3
5338,WALM021,55+,Female,"Charleston, WV",Fashion accessories,28,12/8/22,Credit card,6
5339,WALM096,45-54,Male,"St. Louis, MO",Home and lifestyle,54,12/14/19,Credit card,4
5340,WALM006,45-54,Prefer Not to Say,"Chicago, IL",Fashion accessories,114,10/30/19,Credit card,6
5341,WALM094,55+,Non-Binary,"Nashville, TN",Home and lifestyle,72,11/12/20,Credit card,4
5342,WALM070,18-24,Female,"Phoenix, AZ",Fashion accessories,166,6/17/23,Credit card,5
5343,WALM063,45-54,Prefer Not to Say,"Providence, RI",Home and lifestyle,42,8/16/22,Credit card,5
5344,WALM013,18-24,Non-Binary,"Anchorage, AK",Fashion accessories,106,11/20/23,Credit card,3
5345,WALM012,45-54,Non-Binary,"Honolulu, HI",Home and lifestyle,81,5/16/23,Credit card,7
5346,WALM039,45-54,Non-Binary,"Anchorage, AK",Fashion accessories,86,7/15/20,Credit card,5
5347,WALM066,35-44,Non-Binary,"Milwaukee, WI",Home and lifestyle,114,10/31/22,Credit card,3
5348,WALM019,18-24,Female,"Las Vegas, NV",Fashion accessories,189,9/27/23,Credit card,4
5349,WALM066,18-24,Female,"Phoenix, AZ",Home and lifestyle,54,8/2/21,Credit card,6
5350,WALM028,55+,Prefer Not to Say,"Wichita, KS",Fashion accessories,124,6/12/21,Credit card,6
5351,WALM088,45-54,Male,"Baltimore, MD",Home and lifestyle,40,2/2/21,Credit card,3
5352,WALM048,45-54,Non-Binary,"Birmingham, AL",Fashion accessories,106,4/19/23,Credit card,5
5353,WALM092,18-24,Female,"Oklahoma City, OK",Home and lifestyle,73,8/6/20,Credit card,6
5354,WALM002,18-24,Non-Binary,"Columbus, OH",Fashion accessories,252,4/6/20,Credit card,5
5355,WALM009,25-34,Male,"Indianapolis, IN",Home and lifestyle,246,11/14/22,Credit card,5
5356,WALM012,35-44,Non-Binary,"Providence, RI",Fashion accessories,58,2/11/19,Credit card,3
5357,WALM053,55+,Non-Binary,"Albuquerque, NM",Home and lifestyle,142,5/15/19,Credit card,4
5358,WALM067,25-34,Female,"Oklahoma City, OK",Fashion accessories,110,5/27/20,Credit card,7
5359,WALM098,55+,Non-Binary,"Charleston, WV",Home and lifestyle,66,8/11/23,Credit card,4
5360,WALM041,18-24,Non-Binary,"Newark, NJ",Fashion accessories,100,8/20/23,Ewallet,6
5361,WALM096,45-54,Non-Binary,"Louisville, KY",Home and lifestyle,44,8/13/19,Credit card,6
5362,WALM053,55+,Female,"Boise, ID",Fashion accessories,122,6/26/19,Credit card,5
5363,WALM042,35-44,Prefer Not to Say,"Nashville, TN",Home and lifestyle,46,1/18/23,Credit card,4
5364,WALM080,55+,Male,"Houston, TX",Fashion accessories,62,2/8/20,Credit card,5
5365,WALM011,45-54,Prefer Not to Say,"Fargo, ND",Home and lifestyle,240,4/8/23,Credit card,6
5366,WALM010,55+,Male,"Orlando, FL",Fashion accessories,96,12/27/20,Credit card,7
5367,WALM017,18-24,Female,"Los Angeles, CA",Home and lifestyle,135,10/5/23,Credit card,5
5368,WALM018,45-54,Female,"Louisville, KY",Fashion accessories,120,1/10/19,Credit card,6
5369,WALM037,25-34,Prefer Not to Say,"Wilmington, DE",Home and lifestyle,153,10/7/21,Credit card,4
5370,WALM062,18-24,Prefer Not to Say,"Chicago, IL",Fashion accessories,31,5/25/19,Credit card,5
5371,WALM009,45-54,Male,"Louisville, KY",Home and lifestyle,51,4/20/20,Credit card,7
5372,WALM019,25-34,Prefer Not to Say,"Des Moines, IA",Fashion accessories,37,10/22/21,Credit card,7
5373,WALM040,55+,Male,"Columbus, OH",Home and lifestyle,70,11/1/20,Credit card,6
5374,WALM033,55+,Non-Binary,"Hartford, CT",Fashion accessories,21,4/3/19,Credit card,4
5375,WALM058,45-54,Female,"Charleston, SC",Home and lifestyle,189,8/21/23,Credit card,7
5376,WALM062,45-54,Male,"Las Vegas, NV",Fashion accessories,90,7/3/21,Credit card,7
5377,WALM078,45-54,Prefer Not to Say,"Wichita, KS",Home and lifestyle,46,10/15/21,Credit card,6
5378,WALM007,35-44,Female,"Minneapolis, MN",Fashion accessories,171,7/13/23,Credit card,3
5379,WALM041,55+,Prefer Not to Say,"Detroit, MI",Home and lifestyle,69,11/13/20,Ewallet,4
5380,WALM059,35-44,Male,"Charleston, WV",Fashion accessories,44,11/1/21,Credit card,3
5381,WALM019,25-34,Female,"Detroit, MI",Home and lifestyle,246,7/25/21,Credit card,6
5382,WALM004,18-24,Prefer Not to Say,"Billings, MT",Fashion accessories,60,12/20/19,Credit card,7
5383,WALM047,18-24,Female,"Boston, MA",Home and lifestyle,164,8/22/22,Credit card,6
5384,WALM071,55+,Female,"Houston, TX",Fashion accessories,162,1/7/23,Credit card,3
5385,WALM098,18-24,Non-Binary,"Los Angeles, CA",Home and lifestyle,114,4/10/21,Credit card,5
5386,WALM083,25-34,Non-Binary,"Boston, MA",Fashion accessories,75,5/17/19,Credit card,3
5387,WALM042,35-44,Non-Binary,"Baltimore, MD",Home and lifestyle,81,3/20/23,Credit card,4
5388,WALM042,18-24,Male,"Omaha, NE",Fashion accessories,195,5/21/20,Credit card,5
5389,WALM072,45-54,Non-Binary,"Newark, NJ",Home and lifestyle,29,5/8/22,Credit card,5
5390,WALM051,25-34,Non-Binary,"Billings, MT",Fashion accessories,243,1/26/23,Credit card,6
5391,WALM095,25-34,Male,"New York City, NY",Home and lifestyle,117,10/6/19,Credit card,6
5392,WALM030,35-44,Male,"Providence, RI",Fashion accessories,140,4/30/20,Credit card,7
5393,WALM018,45-54,Non-Binary,"Des Moines, IA",Home and lifestyle,114,8/16/22,Credit card,6
5394,WALM036,18-24,Prefer Not to Say,"Cheyenne, WY",Fashion accessories,75,2/28/21,Credit card,5
5395,WALM090,45-54,Male,"Sioux Falls, SD",Home and lifestyle,207,9/27/20,Credit card,6
5396,WALM008,55+,Prefer Not to Say,"Denver, CO",Fashion accessories,111,3/27/23,Credit card,7
5397,WALM067,18-24,Male,"Hartford, CT",Home and lifestyle,57,5/20/23,Credit card,5
5398,WALM021,25-34,Male,"Little Rock, AR",Fashion accessories,45,1/7/19,Credit card,5
5399,WALM085,25-34,Male,"Charleston, WV",Home and lifestyle,112,9/13/23,Credit card,4
5400,WALM067,35-44,Male,"Phoenix, AZ",Fashion accessories,252,6/20/21,Credit card,3
5401,WALM051,45-54,Non-Binary,"Fargo, ND",Home and lifestyle,62,1/16/21,Credit card,3
5402,WALM091,55+,Male,"Indianapolis, IN",Fashion accessories,234,6/21/20,Credit card,7
5403,WALM057,35-44,Male,"Des Moines, IA",Home and lifestyle,162,11/1/19,Credit card,7
5404,WALM051,55+,Prefer Not to Say,"Birmingham, AL",Fashion accessories,37,10/15/22,Credit card,3
5405,WALM080,55+,Prefer Not to Say,"Minneapolis, MN",Home and lifestyle,42,2/23/21,Credit card,4
5406,WALM020,18-24,Prefer Not to Say,"Anchorage, AK",Fashion accessories,60,2/17/23,Credit card,5
5407,WALM070,55+,Female,"Wilmington, DE",Home and lifestyle,43,1/17/19,Credit card,4
5408,WALM013,45-54,Non-Binary,"Fargo, ND",Fashion accessories,58,2/10/21,Credit card,3
5409,WALM037,55+,Male,"Nashville, TN",Home and lifestyle,40,6/13/20,Credit card,7
5410,WALM080,55+,Female,"Manchester, NH",Fashion accessories,134,7/3/19,Credit card,5
5411,WALM071,35-44,Non-Binary,"Fargo, ND",Home and lifestyle,59,3/3/19,Credit card,7
5412,WALM040,45-54,Prefer Not to Say,"Los Angeles, CA",Fashion accessories,66,7/27/22,Credit card,7
5413,WALM048,25-34,Non-Binary,"Portland, OR",Home and lifestyle,144,11/17/22,Credit card,5
5414,WALM047,25-34,Prefer Not to Say,"Manchester, NH",Fashion accessories,84,8/19/20,Credit card,5
